date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,event_source_types,external_event_count,generated_event_count,has_external_text,keywords,amount,amplitude_pct,change_pct,change,turnover_pct
2024-10-03,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-04,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-05,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-06,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-07,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-08,002475.SZ,47.45,47.45,42.87,45.97,45.97,2046554.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-09,002475.SZ,44.64,44.74,41.43,41.72,41.72,1501811.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-10,002475.SZ,41.74,44.33,41.74,43.09,43.09,1170367.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-11,002475.SZ,43.03,43.09,41.15,41.84,41.84,710843.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-12,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-13,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-14,002475.SZ,41.49,43.69,41.49,43.63,43.63,827991.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-15,002475.SZ,43.63,44.64,42.94,43.24,43.24,729663.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-16,002475.SZ,42.52,42.64,41.42,41.95,41.95,656478.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-17,002475.SZ,41.96,42.73,41.59,41.6,41.6,542293.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-18,002475.SZ,41.64,44.85,41.64,44.09,44.09,1222074.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-19,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-20,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-21,002475.SZ,44.51,46.79,43.55,45.06,45.06,1260193.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-22,002475.SZ,45.06,46.63,44.06,45.69,45.69,665568.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-23,002475.SZ,45.41,45.97,44.57,44.85,44.85,534754.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-24,002475.SZ,44.14,44.2,43.26,43.59,43.59,732181.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-25,002475.SZ,43.59,43.79,42.24,42.99,42.99,785824.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-26,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-27,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-28,002475.SZ,43.24,43.61,41.97,43.27,43.27,603622.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-29,002475.SZ,43.27,44.04,42.86,43.06,43.06,656411.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-30,002475.SZ,42.74,43.5,42.44,42.62,42.62,586563.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-10-31,002475.SZ,42.62,42.83,41.55,41.86,41.86,758899.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-01,002475.SZ,41.87,42.94,41.72,41.83,41.83,594388.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-02,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-03,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-04,002475.SZ,41.83,42.89,41.75,42.45,42.45,490870.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-05,002475.SZ,42.35,43.19,41.76,42.84,42.84,859137.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-06,002475.SZ,42.85,42.89,40.73,40.97,40.97,1870470.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-07,002475.SZ,40.19,40.59,39.64,40.57,40.57,1459966.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-08,002475.SZ,41.14,41.19,39.78,39.94,39.94,1270298.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-09,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-10,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-11,002475.SZ,39.66,40.46,39.15,40.34,40.34,1372196.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-12,002475.SZ,40.39,42.33,39.74,41.18,41.18,1991681.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-13,002475.SZ,40.64,41.32,40.14,41.23,41.23,1043251.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-14,002475.SZ,41.22,41.22,39.64,39.74,39.74,828706.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-15,002475.SZ,39.54,39.96,38.94,38.94,38.94,770599.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-16,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-17,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-18,002475.SZ,38.94,39.45,37.96,38.15,38.15,801792.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-19,002475.SZ,38.24,38.53,37.38,38.17,38.17,868379.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-20,002475.SZ,38.18,38.36,37.82,38.23,38.23,802781.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-21,002475.SZ,38.15,39.27,37.64,38.87,38.87,970589.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-22,002475.SZ,38.64,39.27,37.24,37.29,37.29,902723.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-23,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-24,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-25,002475.SZ,37.3,37.44,35.95,36.3,36.3,987550.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-26,002475.SZ,36.45,37.52,36.3,36.8,36.8,755554.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-27,002475.SZ,36.67,39.14,36.54,38.77,38.77,1495365.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-28,002475.SZ,38.5,38.58,37.78,37.84,37.84,729523.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-29,002475.SZ,37.69,38.92,37.69,38.32,38.32,901146.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-11-30,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-01,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-02,002475.SZ,38.83,40.49,38.82,40.2,40.2,1366204.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-03,002475.SZ,40.2,40.38,39.56,39.95,39.95,700547.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-04,002475.SZ,39.99,40.14,38.97,39.23,39.23,571380.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-05,002475.SZ,39.14,39.44,38.55,39.01,39.01,524039.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-06,002475.SZ,39.34,40.14,39.14,39.85,39.85,885410.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-07,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-08,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-09,002475.SZ,39.85,40.23,39.29,39.52,39.52,425672.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-10,002475.SZ,40.89,41.47,40.29,40.53,40.53,1310042.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-11,002475.SZ,40.55,41.71,39.84,40.89,40.89,958063.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-12,002475.SZ,41.03,41.84,40.57,41.01,41.01,706574.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-13,002475.SZ,40.64,40.72,40.04,40.22,40.22,662496.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-14,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-15,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-16,002475.SZ,40.04,40.3,39.29,39.42,39.42,523916.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-17,002475.SZ,39.42,40.99,39.33,39.94,39.94,720024.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-18,002475.SZ,40.17,40.33,39.6,39.7,39.7,454735.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-19,002475.SZ,39.29,41.49,38.98,41.31,41.31,1084658.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-20,002475.SZ,41.36,41.59,40.82,40.92,40.92,614387.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-21,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-22,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-23,002475.SZ,40.92,41.47,39.94,40.1,40.1,569719.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-24,002475.SZ,40.2,41.09,39.89,41.04,41.04,595175.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-25,002475.SZ,41.04,41.62,40.56,40.71,40.71,468934.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-26,002475.SZ,40.6,42.02,40.27,41.96,41.96,905243.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-27,002475.SZ,41.92,41.93,40.87,40.99,40.99,826370.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-28,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-29,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-30,002475.SZ,40.99,41.74,40.79,41.29,41.29,585295.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2024-12-31,002475.SZ,41.74,41.74,40.09,40.4,40.4,640873.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-01,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-02,002475.SZ,40.23,40.4,38.47,38.85,38.85,691999.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-02 日行情文本摘要,2025-01-02，立讯精密A股交易日行情记录；开盘价40.23；最高价40.4；最低价38.47；收盘价38.85；成交量691999；按开盘价计算当日下跌3.43%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-03,002475.SZ,38.85,40.02,38.32,38.87,38.87,758414.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,2,立讯精密:关于“立讯转债“转股价格调整的公告 || 立讯精密:2024年第四季度可转换公司债券转股情况公告,其他；转股价格调整和修正公告 || 其他；债转股,东方财富公告,https://data.eastmoney.com/notices/detail/002475/AN202501021641515498.html || https://data.eastmoney.com/notices/detail/002475/AN202501021641515510.html,external,2.0,0.0,1.0,立讯精密; 其他; 关于; 立讯转债; 转股价格调整的公告; 年第四季度可转换公司债券转股情况公告; 转股价格调整和修正公告; 债转股,,,,,
2025-01-04,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-05,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-06,002475.SZ,38.88,39.63,38.36,38.63,38.63,477535.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-06 日行情文本摘要,2025-01-06，立讯精密A股交易日行情记录；开盘价38.88；最高价39.63；最低价38.36；收盘价38.63；成交量477535；按开盘价计算当日下跌0.64%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-07,002475.SZ,38.83,40.66,38.74,40.1,40.1,859222.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-07 日行情文本摘要,2025-01-07，立讯精密A股交易日行情记录；开盘价38.83；最高价40.66；最低价38.74；收盘价40.1；成交量859222；按开盘价计算当日上涨3.27%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-08,002475.SZ,39.78,39.84,38.49,38.79,38.79,793783.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-08 日行情文本摘要,2025-01-08，立讯精密A股交易日行情记录；开盘价39.78；最高价39.84；最低价38.49；收盘价38.79；成交量793783；按开盘价计算当日下跌2.49%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-09,002475.SZ,38.73,39.13,38.3,38.65,38.65,513048.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-09 日行情文本摘要,2025-01-09，立讯精密A股交易日行情记录；开盘价38.73；最高价39.13；最低价38.3；收盘价38.65；成交量513048；按开盘价计算当日下跌0.21%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-10,002475.SZ,38.54,38.65,37.44,37.8,37.8,698491.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-10 日行情文本摘要,2025-01-10，立讯精密A股交易日行情记录；开盘价38.54；最高价38.65；最低价37.44；收盘价37.8；成交量698491；按开盘价计算当日下跌1.92%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-11,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-12,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-13,002475.SZ,37.34,38.34,37.25,37.5,37.5,414231.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密:关于2021年股票期权激励计划预留授予第二个行权期采用自主行权模式的提示性公告,股权激励进展公告；其它,东方财富公告,https://data.eastmoney.com/notices/detail/002475/AN202501121641896407.html,external,1.0,0.0,1.0,立讯精密; 关于; 年股票期权激励计划预留授予第二个行权期采用自主行权模式的提示性公告; 股权激励进展公告; 其它,,,,,
2025-01-14,002475.SZ,37.78,39.26,37.04,39.25,39.25,840034.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-14 日行情文本摘要,2025-01-14，立讯精密A股交易日行情记录；开盘价37.78；最高价39.26；最低价37.04；收盘价39.25；成交量840034；按开盘价计算当日上涨3.89%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-15,002475.SZ,38.79,39.1,38.18,38.71,38.71,540128.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,2,立讯精密:关于控股股东部分股权质押的公告 || 立讯精密:关于立讯转债预计触发转股价格向下修正条款的提示性公告,股份质押、冻结；其它 || 其他；转股价格调整和修正提示性公告,东方财富公告,https://data.eastmoney.com/notices/detail/002475/AN202501141641923079.html || https://data.eastmoney.com/notices/detail/002475/AN202501141641923078.html,external,2.0,0.0,1.0,立讯精密; 关于控股股东部分股权质押的公告; 关于立讯转债预计触发转股价格向下修正条款的提示性公告; 股份质押; 冻结; 其它; 其他; 转股价格调整和修正提示性公告,,,,,
2025-01-16,002475.SZ,39.11,39.38,38.44,38.86,38.86,426706.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-16 日行情文本摘要,2025-01-16，立讯精密A股交易日行情记录；开盘价39.11；最高价39.38；最低价38.44；收盘价38.86；成交量426706；按开盘价计算当日下跌0.64%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-17,002475.SZ,38.38,39.35,38.27,38.8,38.8,434593.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-17 日行情文本摘要,2025-01-17，立讯精密A股交易日行情记录；开盘价38.38；最高价39.35；最低价38.27；收盘价38.8；成交量434593；按开盘价计算当日上涨1.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-18,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-19,002475.SZ,,,,,,,,,,立讯精密,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,,,,,,
2025-01-20,002475.SZ,39.5,40.81,39.49,40.43,40.43,898748.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-20 日行情文本摘要,2025-01-20，立讯精密A股交易日行情记录；开盘价39.5；最高价40.81；最低价39.49；收盘价40.43；成交量898748；按开盘价计算当日上涨2.35%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-21,002475.SZ,40.56,42.22,40.47,41.53,41.53,849346.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-21 日行情文本摘要,2025-01-21，立讯精密A股交易日行情记录；开盘价40.56；最高价42.22；最低价40.47；收盘价41.53；成交量849346；按开盘价计算当日上涨2.39%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
2025-01-22,002475.SZ,41.14,41.53,39.34,39.73,39.73,1193905.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,9,立讯精密:市值管理制度 || 立讯精密:外汇衍生品交易的可行性分析报告 || 立讯精密:关于变更公司签字注册会计师的公告 || 立讯精密:关于公司开展外汇衍生品交易的公告 || 立讯精密:关于公司向银行申请综合授信额度的公告 || 立讯精密:关于不向下修正立讯转债转股价格的公告 || 立讯精密:关于对全资子公司提供担保的公告 || 立讯精密:第六届监事会第七次会议决议公告 || 立讯精密:第六届董事会第七次会议决议公告,管理办法/制度 || 其他 || 公司关联方基本资料变更；其它 || 其他；其它 || 借贷；其它 || 其他；转股价格调整和修正公告 || 提供/对外担保公告；对外担保 || 监事会决议公告；其它 || 董事会决议公告；其它,东方财富公告,https://data.eastmoney.com/notices/detail/002475/AN202501211642409309.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409308.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409295.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409291.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409296.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409301.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409307.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409293.html || https://data.eastmoney.com/notices/detail/002475/AN202501211642409304.html,external,9.0,0.0,1.0,立讯精密; 其它; 其他; 市值管理制度; 外汇衍生品交易的可行性分析报告; 关于变更公司签字注册会计师的公告; 关于公司开展外汇衍生品交易的公告; 关于公司向银行申请综合授信额度的公告; 关于不向下修正立讯转债转股价格的公告; 关于对全资子公司提供担保的公告; 第六届监事会第七次会议决议公告; 第六届董事会第七次会议决议公告,,,,,
2025-01-23,002475.SZ,40.34,40.4,39.22,39.26,39.26,698160.0,,,tencent,立讯精密,SZSE,CNY,EQUITY,,,,,,1,立讯精密 2025-01-23 日行情文本摘要,2025-01-23，立讯精密A股交易日行情记录；开盘价40.34；最高价40.4；最低价39.22；收盘价39.26；成交量698160；按开盘价计算当日下跌2.68%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,立讯精密; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充,,,,,
