date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,keywords
2021-01-19,600519.SS,1858.9,1882.09,1792.64,1795.2,1795.2,46345.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-19 日行情文本摘要,2021-01-19，600519A股交易日行情记录；开盘价1858.9；最高价1882.09；最低价1792.64；收盘价1795.2；成交量46345；按开盘价计算当日下跌3.43%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-20,600519.SS,1793.79,1841.28,1768.29,1826.42,1826.42,45082.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-20 日行情文本摘要,2021-01-20，600519A股交易日行情记录；开盘价1793.79；最高价1841.28；最低价1768.29；收盘价1826.42；成交量45082；按开盘价计算当日上涨1.82%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-21,600519.SS,1833.79,1875.81,1826.79,1855.79,1855.79,38310.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-21 日行情文本摘要,2021-01-21，600519A股交易日行情记录；开盘价1833.79；最高价1875.81；最低价1826.79；收盘价1855.79；成交量38310；按开盘价计算当日上涨1.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-22,600519.SS,1854.79,1885.79,1845.89,1865.74,1865.74,29248.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-22 日行情文本摘要,2021-01-22，600519A股交易日行情记录；开盘价1854.79；最高价1885.79；最低价1845.89；收盘价1865.74；成交量29248；按开盘价计算当日上涨0.59%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-23,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2021-01-24,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2021-01-25,600519.SS,1868.79,1965.29,1868.79,1960.79,1960.79,55957.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-25 日行情文本摘要,2021-01-25，600519A股交易日行情记录；开盘价1868.79；最高价1965.29；最低价1868.79；收盘价1960.79；成交量55957；按开盘价计算当日上涨4.92%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-26,600519.SS,1970.79,1972.79,1910.9,1927.68,1927.68,31747.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-26 日行情文本摘要,2021-01-26，600519A股交易日行情记录；开盘价1970.79；最高价1972.79；最低价1910.9；收盘价1927.68；成交量31747；按开盘价计算当日下跌2.19%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-27,600519.SS,1927.68,1927.68,1870.79,1874.79,1874.79,37120.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-27 日行情文本摘要,2021-01-27，600519A股交易日行情记录；开盘价1927.68；最高价1927.68；最低价1870.79；收盘价1874.79；成交量37120；按开盘价计算当日下跌2.74%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-28,600519.SS,1865.79,1895.45,1845.81,1873.79,1873.79,35129.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-28 日行情文本摘要,2021-01-28，600519A股交易日行情记录；开盘价1865.79；最高价1895.45；最低价1845.81；收盘价1873.79；成交量35129；按开盘价计算当日上涨0.43%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-29,600519.SS,1886.98,1935.27,1876.01,1901.97,1901.97,33701.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2021-01-29 日行情文本摘要,2021-01-29，600519A股交易日行情记录；开盘价1886.98；最高价1935.27；最低价1876.01；收盘价1901.97；成交量33701；按开盘价计算当日上涨0.79%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2021-01-30,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
