date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,keywords,event_source_types,external_event_count,generated_event_count,has_external_text
2024-04-25,000625.SZ,15.752,15.832,15.212,15.332,15.332,1695506.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-04-25 日行情文本摘要,2024-04-25，000625A股交易日行情记录；开盘价15.75；最高价15.83；最低价15.21；收盘价15.33；成交量1695506；按开盘价计算当日下跌2.67%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-04-26,000625.SZ,15.182,16.012,15.142,15.882,15.882,2469112.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-04-26 日行情文本摘要,2024-04-26，000625A股交易日行情记录；开盘价15.18；最高价16.01；最低价15.14；收盘价15.88；成交量2469112；按开盘价计算当日上涨4.61%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-04-27,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-04-28,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-04-29,000625.SZ,16.012,16.382,15.532,15.672,15.672,2899156.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-04-29 日行情文本摘要,2024-04-29，000625A股交易日行情记录；开盘价16.01；最高价16.38；最低价15.53；收盘价15.67；成交量2899156；按开盘价计算当日下跌2.12%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-04-30,000625.SZ,15.422,15.422,14.032,14.032,14.032,5701653.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-04-30 日行情文本摘要,2024-04-30，000625A股交易日行情记录；开盘价15.42；最高价15.42；最低价14.03；收盘价14.03；成交量5701653；按开盘价计算当日下跌9.01%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-01,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-02,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-03,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-04,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-05,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-06,000625.SZ,14.032,14.462,14.022,14.082,14.082,3079032.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-06 日行情文本摘要,2024-05-06，000625A股交易日行情记录；开盘价14.03；最高价14.46；最低价14.02；收盘价14.08；成交量3079032；按开盘价计算当日上涨0.36%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-07,000625.SZ,14.262,14.272,13.572,13.772,13.772,3049134.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-07 日行情文本摘要,2024-05-07，000625A股交易日行情记录；开盘价14.26；最高价14.27；最低价13.57；收盘价13.77；成交量3049134；按开盘价计算当日下跌3.44%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-08,000625.SZ,13.812,14.372,13.642,14.292,14.292,3583980.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-08 日行情文本摘要,2024-05-08，000625A股交易日行情记录；开盘价13.81；最高价14.37；最低价13.64；收盘价14.29；成交量3583980；按开盘价计算当日上涨3.48%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-09,000625.SZ,14.162,14.482,14.062,14.362,14.362,2076896.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-09 日行情文本摘要,2024-05-09，000625A股交易日行情记录；开盘价14.16；最高价14.48；最低价14.06；收盘价14.36；成交量2076896；按开盘价计算当日上涨1.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-10,000625.SZ,14.362,14.402,14.022,14.092,14.092,1544373.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-10 日行情文本摘要,2024-05-10，000625A股交易日行情记录；开盘价14.36；最高价14.4；最低价14.02；收盘价14.09；成交量1544373；按开盘价计算当日下跌1.88%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-11,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-12,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-13,000625.SZ,13.822,14.012,13.642,13.792,13.792,1404809.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-13 日行情文本摘要,2024-05-13，000625A股交易日行情记录；开盘价13.82；最高价14.01；最低价13.64；收盘价13.79；成交量1404809；按开盘价计算当日下跌0.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-14,000625.SZ,13.792,14.092,13.792,13.992,13.992,1430684.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-14 日行情文本摘要,2024-05-14，000625A股交易日行情记录；开盘价13.79；最高价14.09；最低价13.79；收盘价13.99；成交量1430684；按开盘价计算当日上涨1.45%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-15,000625.SZ,13.872,13.872,13.522,13.582,13.582,1533552.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-15 日行情文本摘要,2024-05-15，000625A股交易日行情记录；开盘价13.87；最高价13.87；最低价13.52；收盘价13.58；成交量1533552；按开盘价计算当日下跌2.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-16,000625.SZ,13.622,13.672,13.432,13.502,13.502,1053299.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-16 日行情文本摘要,2024-05-16，000625A股交易日行情记录；开盘价13.62；最高价13.67；最低价13.43；收盘价13.5；成交量1053299；按开盘价计算当日下跌0.88%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-17,000625.SZ,13.462,13.622,13.392,13.562,13.562,1141396.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-17 日行情文本摘要,2024-05-17，000625A股交易日行情记录；开盘价13.46；最高价13.62；最低价13.39；收盘价13.56；成交量1141396；按开盘价计算当日上涨0.74%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-18,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-19,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-20,000625.SZ,13.562,13.782,13.472,13.682,13.682,1485975.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-20 日行情文本摘要,2024-05-20，000625A股交易日行情记录；开盘价13.56；最高价13.78；最低价13.47；收盘价13.68；成交量1485975；按开盘价计算当日上涨0.88%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-21,000625.SZ,13.682,13.942,13.372,13.852,13.852,2159167.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-21 日行情文本摘要,2024-05-21，000625A股交易日行情记录；开盘价13.68；最高价13.94；最低价13.37；收盘价13.85；成交量2159167；按开盘价计算当日上涨1.24%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-22,000625.SZ,13.712,14.122,13.672,13.982,13.982,1824179.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-22 日行情文本摘要,2024-05-22，000625A股交易日行情记录；开盘价13.71；最高价14.12；最低价13.67；收盘价13.98；成交量1824179；按开盘价计算当日上涨1.97%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-23,000625.SZ,13.842,14.062,13.752,13.912,13.912,1291121.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-23 日行情文本摘要,2024-05-23，000625A股交易日行情记录；开盘价13.84；最高价14.06；最低价13.75；收盘价13.91；成交量1291121；按开盘价计算当日上涨0.51%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-24,000625.SZ,13.855,13.995,13.715,13.755,13.755,1026088.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-24 日行情文本摘要,2024-05-24，000625A股交易日行情记录；开盘价13.86；最高价13.99；最低价13.71；收盘价13.76；成交量1026088；按开盘价计算当日下跌0.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-25,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-26,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-05-27,000625.SZ,13.805,13.965,13.655,13.825,13.825,981552.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-27 日行情文本摘要,2024-05-27，000625A股交易日行情记录；开盘价13.8；最高价13.96；最低价13.65；收盘价13.82；成交量981552；按开盘价计算当日上涨0.14%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-28,000625.SZ,13.815,13.815,13.265,13.275,13.275,1623402.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-28 日行情文本摘要,2024-05-28，000625A股交易日行情记录；开盘价13.81；最高价13.81；最低价13.27；收盘价13.28；成交量1623402；按开盘价计算当日下跌3.91%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-29,000625.SZ,13.155,13.305,13.055,13.105,13.105,1380878.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-29 日行情文本摘要,2024-05-29，000625A股交易日行情记录；开盘价13.15；最高价13.3；最低价13.05；收盘价13.11；成交量1380878；按开盘价计算当日下跌0.38%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-30,000625.SZ,13.145,13.355,13.075,13.175,13.175,1185401.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-30 日行情文本摘要,2024-05-30，000625A股交易日行情记录；开盘价13.14；最高价13.36；最低价13.07；收盘价13.18；成交量1185401；按开盘价计算当日上涨0.23%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-05-31,000625.SZ,13.185,13.625,13.085,13.445,13.445,1716649.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-05-31 日行情文本摘要,2024-05-31，000625A股交易日行情记录；开盘价13.19；最高价13.62；最低价13.09；收盘价13.45；成交量1716649；按开盘价计算当日上涨1.97%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-01,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-02,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-03,000625.SZ,13.405,13.425,13.085,13.175,13.175,1323678.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-03 日行情文本摘要,2024-06-03，000625A股交易日行情记录；开盘价13.4；最高价13.43；最低价13.09；收盘价13.18；成交量1323678；按开盘价计算当日下跌1.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-04,000625.SZ,13.055,13.405,12.985,13.375,13.375,1256042.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-04 日行情文本摘要,2024-06-04，000625A股交易日行情记录；开盘价13.05；最高价13.4；最低价12.98；收盘价13.38；成交量1256042；按开盘价计算当日上涨2.45%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-05,000625.SZ,13.455,13.455,13.015,13.195,13.195,976994.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-05 日行情文本摘要,2024-06-05，000625A股交易日行情记录；开盘价13.46；最高价13.46；最低价13.02；收盘价13.2；成交量976994；按开盘价计算当日下跌1.93%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-06,000625.SZ,13.155,13.275,12.805,12.845,12.845,1505545.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-06 日行情文本摘要,2024-06-06，000625A股交易日行情记录；开盘价13.15；最高价13.28；最低价12.8；收盘价12.85；成交量1505545；按开盘价计算当日下跌2.36%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-07,000625.SZ,12.905,13.195,12.805,12.965,12.965,986845.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-07 日行情文本摘要,2024-06-07，000625A股交易日行情记录；开盘价12.9；最高价13.2；最低价12.8；收盘价12.96；成交量986845；按开盘价计算当日上涨0.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-08,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-09,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-10,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-11,000625.SZ,12.855,13.035,12.605,12.955,12.955,1071214.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-11 日行情文本摘要,2024-06-11，000625A股交易日行情记录；开盘价12.86；最高价13.04；最低价12.61；收盘价12.96；成交量1071214；按开盘价计算当日上涨0.78%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-12,000625.SZ,12.835,13.085,12.825,13.035,13.035,833636.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-12 日行情文本摘要,2024-06-12，000625A股交易日行情记录；开盘价12.84；最高价13.09；最低价12.82；收盘价13.04；成交量833636；按开盘价计算当日上涨1.56%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-13,000625.SZ,12.955,13.165,12.925,13.025,13.025,1155122.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-13 日行情文本摘要,2024-06-13，000625A股交易日行情记录；开盘价12.96；最高价13.16；最低价12.93；收盘价13.03；成交量1155122；按开盘价计算当日上涨0.54%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-14,000625.SZ,13.025,13.215,12.885,13.195,13.195,1206829.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-14 日行情文本摘要,2024-06-14，000625A股交易日行情记录；开盘价13.03；最高价13.21；最低价12.88；收盘价13.2；成交量1206829；按开盘价计算当日上涨1.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-15,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-16,000625.SZ,,,,,,,,,,625,SZSE,CNY,EQUITY,,,,,,0,,,,,,,,,
2024-06-17,000625.SZ,13.155,13.655,13.075,13.635,13.635,2148599.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-17 日行情文本摘要,2024-06-17，000625A股交易日行情记录；开盘价13.15；最高价13.65；最低价13.07；收盘价13.63；成交量2148599；按开盘价计算当日上涨3.65%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-18,000625.SZ,13.645,13.995,13.505,13.925,13.925,1911082.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-18 日行情文本摘要,2024-06-18，000625A股交易日行情记录；开盘价13.64；最高价13.99；最低价13.51；收盘价13.93；成交量1911082；按开盘价计算当日上涨2.05%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-19,000625.SZ,13.925,14.035,13.725,13.765,13.765,1377869.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-19 日行情文本摘要,2024-06-19，000625A股交易日行情记录；开盘价13.93；最高价14.04；最低价13.72；收盘价13.77；成交量1377869；按开盘价计算当日下跌1.15%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
2024-06-20,000625.SZ,13.755,13.865,13.485,13.535,13.535,1131800.0,,,tencent,625,SZSE,CNY,EQUITY,,,,,,1,000625 2024-06-20 日行情文本摘要,2024-06-20，000625A股交易日行情记录；开盘价13.76；最高价13.87；最低价13.48；收盘价13.54；成交量1131800；按开盘价计算当日下跌1.60%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段,,,,
