date,portfolio_value,experiment
2025-03-28,117922.4553444854,buy_and_hold
2025-03-31,120073.71703997732,buy_and_hold
2025-04-01,120856.9605897363,buy_and_hold
2025-04-02,118454.06861355259,buy_and_hold
2025-04-03,114934.78877232775,buy_and_hold
2025-04-07,91947.83101786219,buy_and_hold
2025-04-08,94807.91040544372,buy_and_hold
2025-04-09,98582.3646158208,buy_and_hold
2025-04-10,101442.44400340231,buy_and_hold
2025-04-11,102860.0793875815,buy_and_hold
2025-04-14,105060.95832151969,buy_and_hold
2025-04-15,106326.19790189962,buy_and_hold
2025-04-16,103568.8970796711,buy_and_hold
2025-04-17,102884.88800680464,buy_and_hold
2025-04-18,103721.29288347035,buy_and_hold
2025-04-21,110834.27842358944,buy_and_hold
2025-04-22,108860.22115111993,buy_and_hold
2025-04-23,112351.14828466118,buy_and_hold
2025-04-24,108176.21207825346,buy_and_hold
2025-04-25,107162.60277856534,buy_and_hold
2025-04-28,106404.16784802948,buy_and_hold
2025-04-29,105238.16274454209,buy_and_hold
2025-04-30,110377.09101219165,buy_and_hold
2025-05-06,116047.63254890841,buy_and_hold
2025-05-07,116402.04139495321,buy_and_hold
2025-05-08,118050.04252906151,buy_and_hold
2025-05-09,117213.63765239579,buy_and_hold
2025-05-12,117972.07258293165,buy_and_hold
2025-05-13,116150.41111426141,buy_and_hold
2025-05-14,114909.98015310461,buy_and_hold
2025-05-15,114629.99716472923,buy_and_hold
2025-05-16,118099.6597675078,buy_and_hold
2025-05-19,118960.87326339666,buy_and_hold
2025-05-20,121388.5738588035,buy_and_hold
2025-05-21,128933.93819109724,buy_and_hold
2025-05-22,117947.26396370852,buy_and_hold
2025-05-23,114048.76665721575,buy_and_hold
2025-05-26,118656.0816557981,buy_and_hold
2025-05-27,117415.65069464134,buy_and_hold
2025-05-28,118528.494471222,buy_and_hold
2025-05-29,119138.07768641904,buy_and_hold
2025-05-30,123997.02296569322,buy_and_hold
2025-06-03,123238.58803515736,buy_and_hold
2025-06-04,121211.3694357811,buy_and_hold
2025-06-05,120832.15197051318,buy_and_hold
2025-06-06,121136.94357811169,buy_and_hold
2025-06-09,119612.98554011907,buy_and_hold
2025-06-10,116777.7147717607,buy_and_hold
2025-06-11,122271.05188545505,buy_and_hold
2025-06-12,119648.42642472354,buy_and_hold
2025-06-13,114403.17550326056,buy_and_hold
2025-06-16,118939.60873263396,buy_and_hold
2025-06-17,117805.50042529061,buy_and_hold
2025-06-18,117770.05954068611,buy_and_hold
2025-06-19,121207.82534732067,buy_and_hold
2025-06-20,123795.00992344768,buy_and_hold
2025-06-23,129323.78792174652,buy_and_hold
2025-06-24,131769.2089594556,buy_and_hold
2025-06-25,134958.8885738588,buy_and_hold
2025-06-26,143677.3461865608,buy_and_hold
2025-06-27,138042.24553444854,buy_and_hold
2025-06-30,141480.01134108307,buy_and_hold
2025-07-01,135525.94272753046,buy_and_hold
2025-07-02,136128.43776580662,buy_and_hold
2025-07-03,133222.28522823929,buy_and_hold
2025-07-04,134356.3935355826,buy_and_hold
2025-07-07,130032.6056138361,buy_and_hold
2025-07-08,131202.15480578394,buy_and_hold
2025-07-09,127870.71165296284,buy_and_hold
2025-07-10,124468.38673093279,buy_and_hold
2025-07-11,124893.67734618655,buy_and_hold
2025-07-14,128296.00226821662,buy_and_hold
2025-07-15,127126.45307626876,buy_and_hold
2025-07-16,125921.46299971646,buy_and_hold
2025-07-17,125886.02211511199,buy_and_hold
2025-07-18,125992.34476892541,buy_and_hold
2025-07-21,127835.27076835837,buy_and_hold
2025-07-22,129004.8199603062,buy_and_hold
2025-07-23,125886.02211511199,buy_and_hold
2025-07-24,126240.43096115677,buy_and_hold
2025-07-25,125141.76353841792,buy_and_hold
2025-07-28,125106.32265381342,buy_and_hold
2025-07-29,125389.84973064928,buy_and_hold
2025-07-30,121349.58888573859,buy_and_hold
2025-07-31,121278.70711652961,buy_and_hold
2025-08-01,121562.23419336544,buy_and_hold
2025-08-04,123263.39665438049,buy_and_hold
2025-08-05,126063.22653813438,buy_and_hold
2025-08-06,127409.98015310463,buy_and_hold
2025-08-07,126453.07626878365,buy_and_hold
2025-08-08,122554.57896229088,buy_and_hold
2025-08-11,124291.18230791039,buy_and_hold
2025-08-12,122696.3425007088,buy_and_hold
2025-08-13,124291.18230791039,buy_and_hold
2025-08-14,118762.40430961155,buy_and_hold
2025-08-15,121314.14800113409,buy_and_hold
2025-08-18,127409.98015310463,buy_and_hold
2025-08-19,126594.83980720157,buy_and_hold
2025-08-20,128331.44315282108,buy_and_hold
2025-08-21,126453.07626878365,buy_and_hold
2025-08-22,127516.30280691804,buy_and_hold
2025-08-25,128296.00226821662,buy_and_hold
2025-08-26,132300.8222285228,buy_and_hold
2025-08-27,135880.3515735753,buy_and_hold
2025-08-28,134391.8344201871,buy_and_hold
2025-08-29,129819.96030620924,buy_and_hold
2025-09-01,129182.02438332861,buy_and_hold
2025-09-02,130954.06861355259,buy_and_hold
2025-09-03,124255.74142330592,buy_and_hold
2025-09-04,120002.83527076835,buy_and_hold
2025-09-05,121243.26623192514,buy_and_hold
2025-09-08,127197.33484547773,buy_and_hold
2025-09-09,126807.48511482847,buy_and_hold
2025-09-10,128225.12049900764,buy_and_hold
2025-09-11,129961.72384462715,buy_and_hold
2025-09-12,124751.91380776864,buy_and_hold
2025-09-15,125673.37680748511,buy_and_hold
2025-09-16,134498.15707400057,buy_and_hold
2025-09-17,133931.10292032888,buy_and_hold
2025-09-18,141373.68868726963,buy_and_hold
2025-09-19,144846.89537850863,buy_and_hold
2025-09-22,150836.4048766657,buy_and_hold
2025-09-23,151261.69549191947,buy_and_hold
2025-09-24,149595.97391550892,buy_and_hold
2025-09-25,147221.43464700878,buy_and_hold
2025-09-26,144350.7229940459,buy_and_hold
2025-09-29,141054.7207258293,buy_and_hold
2025-09-30,138751.06322653813,buy_and_hold
2025-10-09,136624.61015026932,buy_and_hold
2025-10-10,134285.51176637367,buy_and_hold
2025-10-13,131521.12276722427,buy_and_hold
2025-10-14,134072.86645874678,buy_and_hold
2025-10-15,150517.43691522538,buy_and_hold
2025-10-16,164374.82279557697,buy_and_hold
2025-10-17,151722.4269917777,buy_and_hold
2025-10-20,158349.8724128154,buy_and_hold
2025-10-21,157109.4414516586,buy_and_hold
2025-10-22,151686.9861071732,buy_and_hold
2025-10-23,156932.2370286362,buy_and_hold
2025-10-24,158278.99064360643,buy_and_hold
2025-10-27,160582.64814289764,buy_and_hold
2025-10-28,163595.1233342784,buy_and_hold
2025-10-29,158314.43152821093,buy_and_hold
2025-10-30,158349.8724128154,buy_and_hold
2025-10-31,154522.2568755316,buy_and_hold
2025-11-03,159483.98072015875,buy_and_hold
2025-11-04,153990.6436064644,buy_and_hold
2025-11-05,153459.03033739718,buy_and_hold
2025-11-06,161823.0791040544,buy_and_hold
2025-11-07,155514.60164445703,buy_and_hold
2025-11-10,152466.6855684718,buy_and_hold
2025-11-11,152324.92203005386,buy_and_hold
2025-11-12,150552.87779982985,buy_and_hold
2025-11-13,150340.232492203,buy_and_hold
2025-11-14,152750.21264530762,buy_and_hold
2025-11-17,148674.51091579246,buy_and_hold
2025-11-18,145165.86333994896,buy_and_hold
2025-11-19,144457.04564785934,buy_and_hold
2025-11-20,144634.25007088177,buy_and_hold
2025-11-21,137687.83668840374,buy_and_hold
2025-11-24,140239.58037992628,buy_and_hold
2025-11-25,140452.22568755315,buy_and_hold
2025-11-26,141054.7207258293,buy_and_hold
2025-11-27,140381.34391834418,buy_and_hold
2025-11-28,143287.49645591152,buy_and_hold
2025-12-01,146299.97164729232,buy_and_hold
2025-12-02,144138.07768641904,buy_and_hold
2025-12-03,146406.29430110575,buy_and_hold
2025-12-04,146548.05783952368,buy_and_hold
2025-12-05,148001.13410830733,buy_and_hold
2025-12-08,152537.56733768072,buy_and_hold
2025-12-09,151545.2225687553,buy_and_hold
2025-12-10,152537.56733768072,buy_and_hold
2025-12-11,151013.6092996881,buy_and_hold
2025-12-12,148993.47887723276,buy_and_hold
2025-12-15,146051.88545506095,buy_and_hold
2025-12-16,140381.34391834418,buy_and_hold
2025-12-17,141692.65664870993,buy_and_hold
2025-12-18,141231.9251488517,buy_and_hold
2025-12-19,140345.9030337397,buy_and_hold
2025-12-22,142366.03345619506,buy_and_hold
2025-12-23,143181.17380209808,buy_and_hold
2025-12-24,145662.03572441166,buy_and_hold
2025-12-25,154415.93422171817,buy_and_hold
2025-12-26,148036.57499291183,buy_and_hold
2025-12-29,145484.83130138926,buy_and_hold
2025-12-30,143889.99149418768,buy_and_hold
2025-12-31,142153.38814856816,buy_and_hold
2026-01-05,148390.9838389566,buy_and_hold
2026-01-06,156542.38729798695,buy_and_hold
2026-01-07,162071.16529628576,buy_and_hold
2026-01-08,157428.40941309894,buy_and_hold
2026-01-09,155691.80606747943,buy_and_hold
2026-01-12,155018.42925999433,buy_and_hold
2026-01-13,150871.84576127017,buy_and_hold
2026-01-14,155833.56960589736,buy_and_hold
2026-01-15,156365.18287496455,buy_and_hold
2026-01-16,168840.37425574142,buy_and_hold
2026-01-19,171144.0317550326,buy_and_hold
2026-01-20,168556.8471789056,buy_and_hold
2026-01-21,181421.8882903317,buy_and_hold
2026-01-22,177346.18656081654,buy_and_hold
2026-01-23,174369.15225404027,buy_and_hold
2026-01-26,178090.44513751063,buy_and_hold
2026-01-27,179508.0805216898,buy_and_hold
2026-01-28,172738.87156223418,buy_and_hold
2026-01-29,167139.21179472638,buy_and_hold
2026-01-30,168982.13779415932,buy_and_hold
2026-02-02,168344.2018712787,buy_and_hold
2026-02-03,174510.91579245817,buy_and_hold
2026-02-04,181811.73802098096,buy_and_hold
2026-02-05,176566.48709951798,buy_and_hold
2026-02-06,182414.23305925715,buy_and_hold
2026-02-09,176672.80975333144,buy_and_hold
2026-02-10,174156.50694641337,buy_and_hold
2026-02-11,175432.37879217463,buy_and_hold
2026-02-12,183158.4916359512,buy_and_hold
2026-02-13,177027.21859937624,buy_and_hold
2026-02-24,175999.4329458463,buy_and_hold
2026-02-25,173447.68925432378,buy_and_hold
2026-02-26,174829.88375389847,buy_and_hold
2026-02-27,174936.20640771193,buy_and_hold
2026-03-02,170470.65494754747,buy_and_hold
2026-03-03,166607.59852565918,buy_and_hold
2026-03-04,163914.09129571874,buy_and_hold
2026-03-05,168025.23390983837,buy_and_hold
2026-03-06,162496.45591153955,buy_and_hold
2026-03-09,163807.76864190528,buy_and_hold
2026-03-10,185710.23532747375,buy_and_hold
2026-03-11,180287.77998298834,buy_and_hold
2026-03-12,175255.17436915226,buy_and_hold
2026-03-13,169903.60079387578,buy_and_hold
2026-03-16,177098.10036858518,buy_and_hold
2026-03-17,171711.08590870426,buy_and_hold
2026-03-18,174723.56110008503,buy_and_hold
2026-03-19,172774.31244683865,buy_and_hold
2026-03-20,158172.66798979303,buy_and_hold
2026-03-23,150517.43691522538,buy_and_hold
2026-03-24,155762.6878366884,buy_and_hold
2026-03-25,156613.26906719588,buy_and_hold
2026-03-26,156223.41933654662,buy_and_hold
2026-03-27,162850.86475758435,buy_and_hold
2026-03-30,160937.0569889424,buy_and_hold
2026-03-31,156471.50552877798,buy_and_hold
2026-04-01,162319.25148851713,buy_and_hold
2026-04-02,161574.99291182306,buy_and_hold
2026-04-03,163559.6824496739,buy_and_hold
2026-04-07,160937.0569889424,buy_and_hold
2026-04-08,168166.9974482563,buy_and_hold
2026-04-09,171037.70910121914,buy_and_hold
2026-04-10,174688.12021548057,buy_and_hold
2026-04-13,172845.19421604762,buy_and_hold
2026-04-14,172490.78537000282,buy_and_hold
2026-04-15,168698.6107173235,buy_and_hold
2026-04-16,172313.58094698042,buy_and_hold
2026-04-17,173554.0119081372,buy_and_hold
2026-04-20,169230.2239863907,buy_and_hold
2026-04-21,169088.46044797276,buy_and_hold
2026-04-22,196023.53274737738,buy_and_hold
2024-12-30,99900.11536000001,dqn_without_nlp
2024-12-31,95782.81216,dqn_without_nlp
2025-01-02,95687.14936000001,dqn_without_nlp
2025-01-03,90027.94936000001,dqn_without_nlp
2025-01-06,89027.14936000001,dqn_without_nlp
2025-01-07,92756.74936,dqn_without_nlp
2025-01-08,91032.34936000001,dqn_without_nlp
2025-01-09,92627.14936000001,dqn_without_nlp
2025-01-10,89847.94936000001,dqn_without_nlp
2025-01-13,90927.94936000001,dqn_without_nlp
2025-01-14,94041.94936000001,dqn_without_nlp
2025-01-15,92756.74936,dqn_without_nlp
2025-01-16,93347.14936,dqn_without_nlp
2025-01-17,92187.94936,dqn_without_nlp
2025-01-20,93296.74936,dqn_without_nlp
2025-01-21,92807.14936000001,dqn_without_nlp
2025-01-22,91007.14936000001,dqn_without_nlp
2025-01-23,90056.74936,dqn_without_nlp
2025-01-24,91777.54936,dqn_without_nlp
2025-01-27,89127.94936000001,dqn_without_nlp
2025-02-05,91572.34936000001,dqn_without_nlp
2025-02-06,94527.94936000001,dqn_without_nlp
2025-02-07,97047.94936000001,dqn_without_nlp
2025-02-10,98052.34936000001,dqn_without_nlp
2025-02-11,97976.74936,dqn_without_nlp
2025-02-12,97821.94936000001,dqn_without_nlp
2025-02-13,95942.74936,dqn_without_nlp
2025-02-14,99312.34936000001,dqn_without_nlp
2025-02-17,98462.74936000002,dqn_without_nlp
2025-02-18,96457.54936,dqn_without_nlp
2025-02-19,99416.74936000002,dqn_without_nlp
2025-02-20,102447.94936000001,dqn_without_nlp
2025-02-21,102192.34936000001,dqn_without_nlp
2025-02-24,103221.94936000001,dqn_without_nlp
2025-02-25,101936.74936000002,dqn_without_nlp
2025-02-26,105047.14936,dqn_without_nlp
2025-02-27,107592.34936000001,dqn_without_nlp
2025-02-28,103376.74936,dqn_without_nlp
2025-03-03,105147.94936000001,dqn_without_nlp
2025-03-04,104042.74936,dqn_without_nlp
2025-03-05,106976.74936,dqn_without_nlp
2025-03-06,128367.94936000001,dqn_without_nlp
2025-03-07,131222.74936000002,dqn_without_nlp
2025-03-10,120807.94936000001,dqn_without_nlp
2025-03-11,118547.14936000001,dqn_without_nlp
2025-03-12,124461.94936000001,dqn_without_nlp
2025-03-13,118144.51096000001,dqn_without_nlp
2025-03-14,118026.49688800002,dqn_without_nlp
2025-03-17,119029.52088800001,dqn_without_nlp
2025-03-18,142842.32088800002,dqn_without_nlp
2025-03-19,134178.708304,dqn_without_nlp
2025-03-20,134044.697109,dqn_without_nlp
2025-03-21,132823.279409,dqn_without_nlp
2025-03-24,132690.59228300003,dqn_without_nlp
2025-03-25,140964.71528300006,dqn_without_nlp
2025-03-26,138123.75673400005,dqn_without_nlp
2025-03-27,137985.78414900007,dqn_without_nlp
2025-03-28,129481.93581400005,dqn_without_nlp
2025-03-31,129352.61585400008,dqn_without_nlp
2025-04-01,130196.17285400006,dqn_without_nlp
2025-04-02,127608.24685400007,dqn_without_nlp
2025-04-03,123817.96585400007,dqn_without_nlp
2025-04-07,99060.90385400006,dqn_without_nlp
2025-04-08,102141.19610300007,dqn_without_nlp
2025-04-09,106207.36610300007,dqn_without_nlp
2025-04-10,109288.49210300007,dqn_without_nlp
2025-04-11,110815.69210300007,dqn_without_nlp
2025-04-14,113186.67010300005,dqn_without_nlp
2025-04-15,114549.69610300007,dqn_without_nlp
2025-04-16,111579.29210300006,dqn_without_nlp
2025-04-17,110842.41810300008,dqn_without_nlp
2025-04-18,111743.46610300006,dqn_without_nlp
2025-04-21,119406.19210300007,dqn_without_nlp
2025-04-22,117279.56610300008,dqn_without_nlp
2025-04-23,121040.29610300007,dqn_without_nlp
2025-04-24,116542.69210300007,dqn_without_nlp
2025-04-25,115450.74410300006,dqn_without_nlp
2025-04-28,114633.69210300007,dqn_without_nlp
2025-04-29,113377.57010300006,dqn_without_nlp
2025-04-30,118913.67010300005,dqn_without_nlp
2025-05-06,125022.47010300007,dqn_without_nlp
2025-05-07,125404.27010300008,dqn_without_nlp
2025-05-08,127179.64010300006,dqn_without_nlp
2025-05-09,126278.59210300008,dqn_without_nlp
2025-05-12,127095.64410300007,dqn_without_nlp
2025-05-13,125133.19210300008,dqn_without_nlp
2025-05-14,123796.89210300008,dqn_without_nlp
2025-05-15,123495.27010300008,dqn_without_nlp
2025-05-16,127233.09210300008,dqn_without_nlp
2025-05-19,128160.86610300008,dqn_without_nlp
2025-05-20,130776.19610300005,dqn_without_nlp
2025-05-21,138904.71810300008,dqn_without_nlp
2025-05-22,127068.91810300008,dqn_without_nlp
2025-05-23,122869.11810300007,dqn_without_nlp
2025-05-26,127832.51810300005,dqn_without_nlp
2025-05-27,126496.21810300008,dqn_without_nlp
2025-05-28,127695.07010300008,dqn_without_nlp
2025-05-29,128351.76610300006,dqn_without_nlp
2025-05-30,133586.2441030001,dqn_without_nlp
2025-06-03,132769.1921030001,dqn_without_nlp
2025-06-04,130585.29610300007,dqn_without_nlp
2025-06-05,130176.77010300008,dqn_without_nlp
2025-06-06,130505.11810300007,dqn_without_nlp
2025-06-09,128863.37810300007,dqn_without_nlp
2025-06-10,125808.97810300007,dqn_without_nlp
2025-06-11,131726.87810300008,dqn_without_nlp
2025-06-12,128901.55810300006,dqn_without_nlp
2025-06-13,123250.91810300008,dqn_without_nlp
2025-06-16,128137.95810300007,dqn_without_nlp
2025-06-17,126916.19810300008,dqn_without_nlp
2025-06-18,126878.01810300005,dqn_without_nlp
2025-06-19,130581.47810300007,dqn_without_nlp
2025-06-20,133368.61810300007,dqn_without_nlp
2025-06-23,139324.6981030001,dqn_without_nlp
2025-06-24,141959.11810300007,dqn_without_nlp
2025-06-25,145395.31810300009,dqn_without_nlp
2025-06-26,154787.59810300008,dqn_without_nlp
2025-06-27,148716.9781030001,dqn_without_nlp
2025-06-30,152420.43810300008,dqn_without_nlp
2025-07-01,146006.1981030001,dqn_without_nlp
2025-07-02,146655.25810300006,dqn_without_nlp
2025-07-03,143524.4981030001,dqn_without_nlp
2025-07-04,144746.25810300006,dqn_without_nlp
2025-07-07,140088.29810300007,dqn_without_nlp
2025-07-08,141348.2381030001,dqn_without_nlp
2025-07-09,137759.31810300009,dqn_without_nlp
2025-07-10,134094.0381030001,dqn_without_nlp
2025-07-11,134552.1981030001,dqn_without_nlp
2025-07-14,138217.4781030001,dqn_without_nlp
2025-07-15,136957.5381030001,dqn_without_nlp
2025-07-16,135659.4181030001,dqn_without_nlp
2025-07-17,135621.2381030001,dqn_without_nlp
2025-07-18,135735.77810300008,dqn_without_nlp
2025-07-21,137721.1381030001,dqn_without_nlp
2025-07-22,138981.07810300007,dqn_without_nlp
2025-07-23,135621.2381030001,dqn_without_nlp
2025-07-24,136003.0381030001,dqn_without_nlp
2025-07-25,134819.4581030001,dqn_without_nlp
2025-07-28,134781.27810300008,dqn_without_nlp
2025-07-29,135086.71810300008,dqn_without_nlp
2025-07-30,130734.19810300008,dqn_without_nlp
2025-07-31,130657.83810300006,dqn_without_nlp
2025-08-01,130963.27810300006,dqn_without_nlp
2025-08-04,132795.9181030001,dqn_without_nlp
2025-08-05,135812.1381030001,dqn_without_nlp
2025-08-06,137262.9781030001,dqn_without_nlp
2025-08-07,136232.11810300007,dqn_without_nlp
2025-08-08,132032.31810300009,dqn_without_nlp
2025-08-11,133903.1381030001,dqn_without_nlp
2025-08-12,132185.0381030001,dqn_without_nlp
2025-08-13,133903.1381030001,dqn_without_nlp
2025-08-14,127947.05810300006,dqn_without_nlp
2025-08-15,130696.01810300005,dqn_without_nlp
2025-08-18,137262.9781030001,dqn_without_nlp
2025-08-19,136384.83810300007,dqn_without_nlp
2025-08-20,138255.65810300008,dqn_without_nlp
2025-08-21,136232.11810300007,dqn_without_nlp
2025-08-22,137377.51810300007,dqn_without_nlp
2025-08-25,138217.4781030001,dqn_without_nlp
2025-08-26,142531.81810300009,dqn_without_nlp
2025-08-27,146387.9981030001,dqn_without_nlp
2025-08-28,144784.43810300008,dqn_without_nlp
2025-08-29,139859.21810300008,dqn_without_nlp
2025-09-01,139171.9781030001,dqn_without_nlp
2025-09-02,141080.9781030001,dqn_without_nlp
2025-09-03,133864.9581030001,dqn_without_nlp
2025-09-04,129283.35810300006,dqn_without_nlp
2025-09-05,130619.65810300007,dqn_without_nlp
2025-09-08,137033.89810300007,dqn_without_nlp
2025-09-09,136613.9181030001,dqn_without_nlp
2025-09-10,138141.11810300007,dqn_without_nlp
2025-09-11,140011.93810300008,dqn_without_nlp
2025-09-12,134399.4781030001,dqn_without_nlp
2025-09-15,135392.15810300008,dqn_without_nlp
2025-09-16,144898.9781030001,dqn_without_nlp
2025-09-17,144288.09810300008,dqn_without_nlp
2025-09-18,152305.89810300007,dqn_without_nlp
2025-09-19,156047.5381030001,dqn_without_nlp
2025-09-22,162499.9581030001,dqn_without_nlp
2025-09-23,162958.11810300007,dqn_without_nlp
2025-09-24,161163.65810300008,dqn_without_nlp
2025-09-25,158605.59810300008,dqn_without_nlp
2025-09-26,155513.01810300007,dqn_without_nlp
2025-09-29,151962.27810300008,dqn_without_nlp
2025-09-30,149480.57810300007,dqn_without_nlp
2025-10-09,147189.77810300008,dqn_without_nlp
2025-10-10,144669.89810300007,dqn_without_nlp
2025-10-13,141691.8581030001,dqn_without_nlp
2025-10-14,144440.81810300009,dqn_without_nlp
2025-10-15,162156.33810300007,dqn_without_nlp
2025-10-16,177084.71810300008,dqn_without_nlp
2025-10-17,163454.4581030001,dqn_without_nlp
2025-10-20,170423.52986300006,dqn_without_nlp
2025-10-21,170253.30266300007,dqn_without_nlp
2025-10-22,164213.75066300007,dqn_without_nlp
2025-10-23,164049.73754300008,dqn_without_nlp
2025-10-24,165291.83690300008,dqn_without_nlp
2025-10-27,165126.7272630001,dqn_without_nlp
2025-10-28,168055.92022300005,dqn_without_nlp
2025-10-29,167888.05036300007,dqn_without_nlp
2025-10-30,167757.72292300005,dqn_without_nlp
2025-10-31,167590.16812300007,dqn_without_nlp
2025-11-03,172797.43312300005,dqn_without_nlp
2025-11-04,172624.84972300008,dqn_without_nlp
2025-11-05,171857.06212300004,dqn_without_nlp
2025-11-06,171685.38052300006,dqn_without_nlp
2025-11-07,164827.5917230001,dqn_without_nlp
2025-11-10,164662.9541830001,dqn_without_nlp
2025-11-11,164345.3897230001,dqn_without_nlp
2025-11-12,164181.2470030001,dqn_without_nlp
2025-11-13,163785.4961230001,dqn_without_nlp
2025-11-14,163621.88852300012,dqn_without_nlp
2025-11-17,159256.48852300012,dqn_without_nlp
2025-11-18,155498.44852300012,dqn_without_nlp
2025-11-19,154739.2485230001,dqn_without_nlp
2025-11-20,154929.04852300012,dqn_without_nlp
2025-11-21,147488.88852300012,dqn_without_nlp
2025-11-24,150222.0085230001,dqn_without_nlp
2025-11-25,150449.76852300012,dqn_without_nlp
2025-11-26,151095.0885230001,dqn_without_nlp
2025-11-27,150373.8485230001,dqn_without_nlp
2025-11-28,153486.5685230001,dqn_without_nlp
2025-12-01,156713.16852300012,dqn_without_nlp
2025-12-02,154397.60852300012,dqn_without_nlp
2025-12-03,156827.04852300012,dqn_without_nlp
2025-12-04,156978.88852300012,dqn_without_nlp
2025-12-05,158535.2485230001,dqn_without_nlp
2025-12-08,163394.1285230001,dqn_without_nlp
2025-12-09,162331.2485230001,dqn_without_nlp
2025-12-10,163394.1285230001,dqn_without_nlp
2025-12-11,161761.8485230001,dqn_without_nlp
2025-12-12,159598.1285230001,dqn_without_nlp
2025-12-15,156447.44852300012,dqn_without_nlp
2025-12-16,150373.8485230001,dqn_without_nlp
2025-12-17,151778.3685230001,dqn_without_nlp
2025-12-18,151284.88852300012,dqn_without_nlp
2025-12-19,150335.88852300012,dqn_without_nlp
2025-12-22,152499.60852300012,dqn_without_nlp
2025-12-23,153372.6885230001,dqn_without_nlp
2025-12-24,156029.88852300012,dqn_without_nlp
2025-12-25,165406.0085230001,dqn_without_nlp
2025-12-26,158573.20852300012,dqn_without_nlp
2025-12-29,155840.0885230001,dqn_without_nlp
2025-12-30,154131.88852300012,dqn_without_nlp
2025-12-31,152271.8485230001,dqn_without_nlp
2026-01-05,158952.8085230001,dqn_without_nlp
2026-01-06,167683.60852300012,dqn_without_nlp
2026-01-07,173605.3685230001,dqn_without_nlp
2026-01-08,168632.60852300012,dqn_without_nlp
2026-01-09,166772.5685230001,dqn_without_nlp
2026-01-12,166051.32852300012,dqn_without_nlp
2026-01-13,161610.0085230001,dqn_without_nlp
2026-01-14,166924.4085230001,dqn_without_nlp
2026-01-15,167493.8085230001,dqn_without_nlp
2026-01-16,180855.7285230001,dqn_without_nlp
2026-01-19,183323.1285230001,dqn_without_nlp
2026-01-20,180371.51076300011,dqn_without_nlp
2026-01-21,180191.32196300014,dqn_without_nlp
2026-01-22,175967.18116300015,dqn_without_nlp
2026-01-23,175791.43876300016,dqn_without_nlp
2026-01-26,179362.54576300015,dqn_without_nlp
2026-01-27,179183.39671300017,dqn_without_nlp
2026-01-28,172255.3333330002,dqn_without_nlp
2026-01-29,172083.2936530002,dqn_without_nlp
2026-01-30,173806.3170130002,dqn_without_nlp
2026-02-02,173632.7045130002,dqn_without_nlp
2026-02-03,179812.43231300023,dqn_without_nlp
2026-02-04,179632.83101300025,dqn_without_nlp
2026-02-05,174276.93119300026,dqn_without_nlp
