date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,event_source_types,external_event_count,generated_event_count,has_external_text,keywords
2025-01-09,300750.SZ,227.68,236.58,227.49,233.66,233.66,169329.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-09 日行情文本摘要,2025-01-09，宁德时代A股交易日行情记录；开盘价227.68；最高价236.58；最低价227.49；收盘价233.66；成交量169329；按开盘价计算当日上涨2.63%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-10,300750.SZ,232.83,236.28,231.01,232.33,232.33,147294.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-10 日行情文本摘要,2025-01-10，宁德时代A股交易日行情记录；开盘价232.83；最高价236.28；最低价231.01；收盘价232.33；成交量147294；按开盘价计算当日下跌0.21%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-11,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-12,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-13,300750.SZ,229.83,236.33,228.33,233.24,233.24,180922.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-13 日行情文本摘要,2025-01-13，宁德时代A股交易日行情记录；开盘价229.83；最高价236.33；最低价228.33；收盘价233.24；成交量180922；按开盘价计算当日上涨1.48%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-14,300750.SZ,234.04,243.33,231.54,242.53,242.53,202467.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-14 日行情文本摘要,2025-01-14，宁德时代A股交易日行情记录；开盘价234.04；最高价243.33；最低价231.54；收盘价242.53；成交量202467；按开盘价计算当日上涨3.63%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-15,300750.SZ,242.53,242.73,236.0,237.2,237.2,150627.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-15 日行情文本摘要,2025-01-15，宁德时代A股交易日行情记录；开盘价242.53；最高价242.73；最低价236；收盘价237.2；成交量150627；按开盘价计算当日下跌2.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-16,300750.SZ,238.33,240.93,234.59,236.26,236.26,161884.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-16 日行情文本摘要,2025-01-16，宁德时代A股交易日行情记录；开盘价238.33；最高价240.93；最低价234.59；收盘价236.26；成交量161884；按开盘价计算当日下跌0.87%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-17,300750.SZ,234.83,239.83,234.41,237.83,237.83,111066.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,3,宁德时代:2024年特别分红权益分派实施公告 || 宁德时代:2025年第一次临时股东大会决议公告 || 宁德时代:关于宁德时代新能源科技股份有限公司2025年第一次临时股东大会的法律意见书,分配方案实施 || 股东大会决议公告；高管人员任职变动 || 法律意见书,东方财富公告,https://data.eastmoney.com/notices/detail/300750/AN202501171642302265.html || https://data.eastmoney.com/notices/detail/300750/AN202501171642302264.html || https://data.eastmoney.com/notices/detail/300750/AN202501171642302266.html,external,3.0,0.0,1.0,宁德时代; 年特别分红权益分派实施公告; 年第一次临时股东大会决议公告; 关于宁德时代新能源科技股份有限公司; 年第一次临时股东大会的法律意见书; 分配方案实施; 股东大会决议公告; 高管人员任职变动; 法律意见书
2025-01-18,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-19,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-20,300750.SZ,242.83,253.94,242.64,251.85,251.85,342835.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-20 日行情文本摘要,2025-01-20，宁德时代A股交易日行情记录；开盘价242.83；最高价253.94；最低价242.64；收盘价251.85；成交量342835；按开盘价计算当日上涨3.71%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-21,300750.SZ,254.83,255.09,249.55,250.51,250.51,138933.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代:2024年年度业绩预告,业绩预告,东方财富公告,https://data.eastmoney.com/notices/detail/300750/AN202501211642413186.html,external,1.0,0.0,1.0,宁德时代; 年年度业绩预告; 业绩预告
2025-01-22,300750.SZ,248.33,251.23,240.54,244.33,244.33,250407.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-22 日行情文本摘要,2025-01-22，宁德时代A股交易日行情记录；开盘价248.33；最高价251.23；最低价240.54；收盘价244.33；成交量250407；按开盘价计算当日下跌1.61%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-23,300750.SZ,246.18,248.83,243.31,243.83,243.83,165537.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-23 日行情文本摘要,2025-01-23，宁德时代A股交易日行情记录；开盘价246.18；最高价248.83；最低价243.31；收盘价243.83；成交量165537；按开盘价计算当日下跌0.95%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-24,300750.SZ,243.565,252.335,243.565,248.175,248.175,224398.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-24 日行情文本摘要,2025-01-24，宁德时代A股交易日行情记录；开盘价243.56；最高价252.34；最低价243.56；收盘价248.18；成交量224398；按开盘价计算当日上涨1.89%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-25,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-26,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-27,300750.SZ,248.185,250.525,244.555,244.555,244.555,171026.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-01-27 日行情文本摘要,2025-01-27，宁德时代A股交易日行情记录；开盘价248.19；最高价250.53；最低价244.56；收盘价244.56；成交量171026；按开盘价计算当日下跌1.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-28,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-29,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-30,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-01-31,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-01,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-02,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-03,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-04,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-05,300750.SZ,247.555,249.555,238.605,239.675,239.675,240481.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-05 日行情文本摘要,2025-02-05，宁德时代A股交易日行情记录；开盘价247.56；最高价249.56；最低价238.6；收盘价239.68；成交量240481；按开盘价计算当日下跌3.18%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-06,300750.SZ,238.555,241.045,236.755,240.655,240.655,248961.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-06 日行情文本摘要,2025-02-06，宁德时代A股交易日行情记录；开盘价238.56；最高价241.04；最低价236.75；收盘价240.66；成交量248961；按开盘价计算当日上涨0.88%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-07,300750.SZ,244.555,250.115,239.175,248.835,248.835,344413.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-07 日行情文本摘要,2025-02-07，宁德时代A股交易日行情记录；开盘价244.56；最高价250.12；最低价239.18；收盘价248.84；成交量344413；按开盘价计算当日上涨1.75%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-08,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-09,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-10,300750.SZ,248.835,249.025,242.735,246.005,246.005,229267.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-10 日行情文本摘要,2025-02-10，宁德时代A股交易日行情记录；开盘价248.84；最高价249.03；最低价242.74；收盘价246；成交量229267；按开盘价计算当日下跌1.14%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-11,300750.SZ,247.995,248.055,238.615,239.355,239.355,247920.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,2,宁德时代:关于向香港联交所递交境外上市外资股(H股)发行并上市申请并刊发申请资料的公告 || 宁德时代:关于会计政策变更的公告,其他 || 其他,东方财富公告,https://data.eastmoney.com/notices/detail/300750/AN202502111642992642.html || https://data.eastmoney.com/notices/detail/300750/AN202502111642992622.html,external,2.0,0.0,1.0,宁德时代; 其他; 关于向香港联交所递交境外上市外资股; 发行并上市申请并刊发申请资料的公告; 关于会计政策变更的公告
2025-02-12,300750.SZ,237.565,243.555,234.635,242.855,242.855,273822.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-12 日行情文本摘要,2025-02-12，宁德时代A股交易日行情记录；开盘价237.56；最高价243.56；最低价234.63；收盘价242.85；成交量273822；按开盘价计算当日上涨2.23%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-13,300750.SZ,243.545,251.545,242.655,248.945,248.945,375350.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-13 日行情文本摘要,2025-02-13，宁德时代A股交易日行情记录；开盘价243.54；最高价251.54；最低价242.66；收盘价248.94；成交量375350；按开盘价计算当日上涨2.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-14,300750.SZ,249.085,260.555,249.085,257.265,257.265,387800.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-14 日行情文本摘要,2025-02-14，宁德时代A股交易日行情记录；开盘价249.09；最高价260.56；最低价249.09；收盘价257.26；成交量387800；按开盘价计算当日上涨3.28%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-15,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-16,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-17,300750.SZ,262.455,262.455,253.575,256.955,256.955,241830.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-17 日行情文本摘要,2025-02-17，宁德时代A股交易日行情记录；开盘价262.45；最高价262.45；最低价253.57；收盘价256.95；成交量241830；按开盘价计算当日下跌2.10%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-18,300750.SZ,260.515,263.055,256.555,258.325,258.325,238458.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-18 日行情文本摘要,2025-02-18，宁德时代A股交易日行情记录；开盘价260.51；最高价263.06；最低价256.56；收盘价258.32；成交量238458；按开盘价计算当日下跌0.84%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-19,300750.SZ,256.125,263.555,256.105,261.105,261.105,204455.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-19 日行情文本摘要,2025-02-19，宁德时代A股交易日行情记录；开盘价256.12；最高价263.56；最低价256.11；收盘价261.11；成交量204455；按开盘价计算当日上涨1.94%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-20,300750.SZ,260.355,260.355,254.555,257.755,257.755,195890.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-20 日行情文本摘要,2025-02-20，宁德时代A股交易日行情记录；开盘价260.36；最高价260.36；最低价254.56；收盘价257.75；成交量195890；按开盘价计算当日下跌1.00%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-21,300750.SZ,256.135,264.435,255.335,263.105,263.105,309519.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代 2025-02-21 日行情文本摘要,2025-02-21，宁德时代A股交易日行情记录；开盘价256.13；最高价264.44；最低价255.34；收盘价263.11；成交量309519；按开盘价计算当日上涨2.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0.0,1.0,0.0,宁德时代; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-22,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-23,300750.SZ,,,,,,,,,,宁德时代,SZSE,CNY,EQUITY,,,,,,0,,,,,,0.0,0.0,0.0,
2025-02-24,300750.SZ,260.565,262.255,255.715,259.055,259.055,277538.0,,,tencent,宁德时代,SZSE,CNY,EQUITY,,,,,,1,宁德时代:关于部分限制性股票回购注销完成的公告,股本变动；回购实施公告,东方财富公告,https://data.eastmoney.com/notices/detail/300750/AN202502241643444119.html,external,1.0,0.0,1.0,宁德时代; 关于部分限制性股票回购注销完成的公告; 股本变动; 回购实施公告
